gene,essential
Avin_47420,True
Avin_47430,False
Avin_47440,False
Avin_47450,False
Avin_47490,False
Avin_47500,False
Avin_47560,False
Avin_47580,True
Avin_47590,True
Avin_47600,True
Avin_47620,True
Avin_47640,False
Avin_47690,False
Avin_47700,False
Avin_47710,True
Avin_47780,False
Avin_47930,False
Avin_47960,True
Avin_47980,False
Avin_48010,False
Avin_48020,False
Avin_48030,False
Avin_48060,False
Avin_48090,False
Avin_48100,True
Avin_48110,True
Avin_48120,False
Avin_48150,False
Avin_48170,True
Avin_48240,False
Avin_48270,True
Avin_48280,False
Avin_48330,True
Avin_48500,False
Avin_48510,True
Avin_48570,False
Avin_48580,False
Avin_48600,False
Avin_48650,False
Avin_48730,False
Avin_48740,False
Avin_48750,False
Avin_48760,False
Avin_48850,False
Avin_48870,False
Avin_48880,False
Avin_48890,False
Avin_49000,False
Avin_49060,False
Avin_49080,False
Avin_49140,False
Avin_49230,False
Avin_49260,False
Avin_49330,False
Avin_49400,False
Avin_49510,False
Avin_49520,False
Avin_49530,False
Avin_49550,False
Avin_49560,False
Avin_49590,False
Avin_49890,False
Avin_49910,False
Avin_49960,False
Avin_49970,False
Avin_49990,False
Avin_50040,False
Avin_50050,False
Avin_50060,False
Avin_50070,False
Avin_50080,False
Avin_50100,False
Avin_50110,False
Avin_50210,False
Avin_50270,False
Avin_50300,False
Avin_50310,False
Avin_50320,False
Avin_50330,False
Avin_50340,False
Avin_50350,False
Avin_50440,False
Avin_50450,True
Avin_50460,False
Avin_50470,False
Avin_50480,True
Avin_50490,False
Avin_50510,False
Avin_50530,False
Avin_50540,True
Avin_50550,False
Avin_50560,False
Avin_50570,False
Avin_50580,False
Avin_50590,False
Avin_50610,False
Avin_50640,False
Avin_50650,False
Avin_50660,False
Avin_50670,False
Avin_50700,False
Avin_50930,False
Avin_50940,True
Avin_50950,False
Avin_50960,False
Avin_50970,False
Avin_51010,False
Avin_51030,False
Avin_51040,False
Avin_51060,False
Avin_51090,False
Avin_51110,False
Avin_51130,False
Avin_51170,False
Avin_51180,False
Avin_51190,False
Avin_51200,False
Avin_51230,False
Avin_51250,False
Avin_51290,True
Avin_51300,False
Avin_51310,False
Avin_51320,False
Avin_51330,False
Avin_51360,False
Avin_51390,False
Avin_51420,False
Avin_51430,False
Avin_51470,False
Avin_51510,False
Avin_51520,False
Avin_51550,False
Avin_51560,False
Avin_51590,False
Avin_51600,False
Avin_51630,False
Avin_51740,False
Avin_51780,False
Avin_51790,False
Avin_51800,False
Avin_51890,True
Avin_51920,True
Avin_52150,False
Avin_52160,True
Avin_52170,True
Avin_52180,True
Avin_52190,True
Avin_52200,False
Avin_52230,True
b2097,False
b2029,False
